PurchaseId,Buyer,Vendor,Unit,Order Date,Order Number,Description,Amount,Delivery Date,Note,Cheshbonit Vendor,Chesbonit Delivery,InputDate,Payed By,new_date,new_date1,apt
23e3d21a,holdings.office1@gmail.com,0596564a,1849,2/6/2023,0-940494,חשבון גז, ₪117.21,2/6/2023,חודש ינואר וגמר חשבון,Purchases_Files_/23e3d21a.Cheshbonit Vendor.103008.21.pdf,,,,,2023-02,U061
5cd0c063,holdings.office1@gmail.com,0596564a,0424,2/6/2023,0-751495,חשבון גז, ₪16.15,2/6/2023,גמר חשבון,Purchases_Files_/5cd0c063.Cheshbonit Vendor.103059.15.pdf,,,,,2023-02,
4b8735ec,holdings.office1@gmail.com,0596564a,2614,2/7/2023,0-839100,חשבון גז, ₪290.00,2/7/2023,חיבור כיריים,Purchases_Files_/4b8735ec.Cheshbonit Vendor.103153.pdf,,,,,2023-02,U097
6930f599,holdings.office1@gmail.com,9a38660a,1819,2/12/2023,0-767475,ארנונה, ₪403.20,2/12/2023,שולם בשם הדיירת עשתה העברה להשקעות לחשבון,Purchases_Files_/6930f599.Cheshbonit Vendor.103258.20.pdf,,,,,2023-02,U052
d2787c76,yuri@emmaleh.com,6ffe01d6,1816,2/12/2023,,"Moving (Hovala) , Big Couch"," ₪1,950.00",2/12/2023,,Purchases_Files_/d2787c76.Cheshbonit Vendor.092311.pdf,,,,,2023-02,U052
35b887d2,holdings.office1@gmail.com,fc46cf6f,0905,2/9/2023,0-415026,חשבון מים, ₪345.20,2/9/2023,שולם עבור פיצוץ מים חודשים 8-11,Purchases_Files_/35b887d2.Cheshbonit Vendor.114737.20.pdf,,,,,2023-02,
f9102518,yuri@emmaleh.com,f5e5f165,1816,2/18/2023,,Misc, ₪329.00,,,Purchases_Files_/f9102518.Cheshbonit Vendor.060339.pdf,,,,,2023-02,U052
9fc7f5de,yuri@emmaleh.com,b3269088,2130,1/30/2023,,"WM Side Door , Moving (Hovala)", ₪979.00,,,Purchases_Files_/9fc7f5de.Cheshbonit Vendor.095547.pdf,,,,,2023-01,U097
e000c154,yuri@emmaleh.com,b3269088,2052,1/22/2023,,"WM Side Door , Moving (Hovala)", ₪940.00,,,Purchases_Files_/e000c154.Cheshbonit Vendor.095646.pdf,,,,,2023-01,U095
3df8972f,yuri@emmaleh.com,b3269088,3234,1/10/2023,,Electric Burners, ₪306.00,,,Purchases_Files_/3df8972f.Cheshbonit Vendor.095745.pdf,,,,,2023-01,U102
936f2bd6,yuri@emmaleh.com,5d50e1a6,1816,2/16/2023,,"Misc , Carpet , Dining table", ₪837.00,2/22/2023,,Purchases_Files_/936f2bd6.Cheshbonit Vendor.072934.pdf,,,,,2023-02,U052
4eda86a4,holdings.office1@gmail.com,fb4521e2,1726,2/21/2023,0-129023,חשבון חשמל, ₪211.36,2/21/2023,"תשלום עבור הדייר, דייר מעביר כסף ליורי",Purchases_Files_/4eda86a4.Cheshbonit Vendor.111334.36.pdf,,,,,2023-02,U052
b17af109,holdings.office1@gmail.com,fb4521e2,1922,2/21/2023,0-263533,חשבון חשמל," ₪2,281.63",2/21/2023,"תשלום עבור הדייר,דייר השאיר פיקדון",Purchases_Files_/b17af109.Cheshbonit Vendor.111424.63.pdf,,,,,2023-02,U095
21244273,holdings.office1@gmail.com,9a38660a,1922,2/21/2023,15420221,ארנונה, ₪754.60,2/21/2023,"תשלום עבור הדייר,דייר השאיר פיקדון (חודשים 9-12.22)",Purchases_Files_/21244273.Cheshbonit Vendor.111516.60.pdf,,,,,2023-02,U095
3ba759fc,holdings.office1@gmail.com,0596564a,2060,2/21/2023,0-479063,חשבון גז, ₪183.01,2/21/2023,תשלום על חודשים 12-1,Purchases_Images/3ba759fc.Cheshbonit Vendor.100423.jpg,,,,,2023-02,U097
2a192e9b,holdings.office1@gmail.com,0596564a,2025,2/21/2023,0-517235,חשבון גז, ₪39.31,2/21/2023,תשלום על חודשים 12-1,Purchases_Files_/2a192e9b.Cheshbonit Vendor.104830.31.pdf,,,,,2023-02,U095
5ec5912c,holdings.office1@gmail.com,0596564a,3228,2/21/2023,0-558817,חשבון גז, ₪39.31,2/21/2023,תשלום על חודשים 12-1,Purchases_Images/5ec5912c.Cheshbonit Vendor.100631.jpg,,,,,2023-02,U102
205aad25,holdings.office1@gmail.com,0596564a,3205,2/21/2023,0-591909,חשבון גז, ₪50.67,2/21/2023,תשלום על חודשים 12-1,Purchases_Images/205aad25.Cheshbonit Vendor.100655.jpg,,,,,2023-02,U102
25c19d81,holdings.office1@gmail.com,0596564a,3204,2/21/2023,0-683615,חשבון גז, ₪39.31,2/21/2023,תשלום על חודשים 12-1,Purchases_Images/25c19d81.Cheshbonit Vendor.100722.jpg,,,,,2023-02,U102
1e1d3516,holdings.office1@gmail.com,fc46cf6f,1922,2/26/2023,557736,חשבון מים, ₪192.77,2/26/2023,"תשלום עבור הדייר,דייר השאיר פיקדון חודשים  12-1",Purchases_Files_/1e1d3516.Cheshbonit Vendor.112007.77.pdf,,,,,2023-02,U095
dbc4e78f,holdings.office1@gmail.com,fc46cf6f,2702,2/26/2023,0-824011,חשבון מים, ₪274.51,2/26/2023,תשלום מים דצמבר 22-ינואר 23,Purchases_Files_/dbc4e78f.Cheshbonit Vendor.112058.51.pdf,,,,,2023-02,U097
535f0edc,holdings.office1@gmail.com,fc46cf6f,3220,2/26/2023,0-996868,חשבון מים, ₪44.97,2/26/2023,תשלום מים דצמבר 22-ינואר 23,Purchases_Files_/535f0edc.Cheshbonit Vendor.112156.97.pdf,,,,,2023-02,U102
4abd2828,holdings.office1@gmail.com,9a38660a,3220,2/26/2023,0-998708,ארנונה, ₪702.90,2/26/2023,1-4/2023,Purchases_Files_/4abd2828.Cheshbonit Vendor.112253.90.pdf,,,,,2023-02,U102
28fc7057,holdings.office1@gmail.com,9a38660a,2702,2/26/2023,0-898841,ארנונה, ₪667.61,2/26/2023,1-2/2023,Purchases_Files_/28fc7057.Cheshbonit Vendor.112402.61.pdf,,,,,2023-02,U097
1d9673af,holdings.office1@gmail.com,9a38660a,1f59ee08d,2/26/2022,0-513895,ארנונה," ₪7,844.00",2/26/2023,תשלום ארנונה השקעות דרום 1-2/2023,Purchases_Files_/1d9673af.Cheshbonit Vendor.112543.pdf,,,,,2022-02,U095
f90321ea,holdings.office1@gmail.com,9a38660a,1f59ee08d,2/26/2023,0-930651,ארנונה," ₪1,752.20",2/26/2023,תשלום עבור יחידות100 81 66 עבור 1-4/23,Purchases_Files_/f90321ea.Cheshbonit Vendor.112721.20.pdf,,,,,2023-02,U095
f4ed8cb5,holdings.office1@gmail.com,9a38660a,1f59ee08d,2/26/2023,0-187856,ארנונה," ₪2,612.80",2/26/2023,תשלום עבור יחידות 79 108 73 85 חודשים 1-4/23,Purchases_Files_/f4ed8cb5.Cheshbonit Vendor.112835.80.pdf,,,,,2023-02,U095
1d79f10e,holdings.office1@gmail.com,0596564a,1726,2/27/2023,0-067645,חשבון גז, ₪349.02,2/27/2023,שולם עבור הדייר  עשה העברה להשקעות,Purchases_Files_/1d79f10e.Cheshbonit Vendor.112930.02.pdf,,,,,2023-02,U052
8c9529bb,holdings.office1@gmail.com,0596564a,2642,2/27/2023,0-183129,חשבון גז, ₪197.24,2/27/2023,8-12/22+1/23,Purchases_Files_/8c9529bb.Cheshbonit Vendor.113028.24.pdf,,,,,2023-02,U097
d558ba86,holdings.office1@gmail.com,0596564a,3225,1/23/2023,,חשבון גז, ₪39.31,1/23/2023,שולם בהוראת קבע,Purchases_Images/d558ba86.Cheshbonit Vendor.101003.jpg,,,,,2023-01,U102
d3166a02,holdings.office1@gmail.com,0596564a,2047,1/26/2023,,חשבון גז, ₪31.49,1/26/2023,שולם בהוראת קבע,Purchases_Images/d3166a02.Cheshbonit Vendor.101150.jpg,,,,,2023-01,U095
e5016a06,holdings.office1@gmail.com,fc46cf6f,1f59ee08d,2/28/2023,0-769695,חשבון מים," ₪2,203.27",2/28/2023,תשלום מים השקעות חודשים 12/22-1/23,Purchases_Files_/e5016a06.Cheshbonit Vendor.102418.27.pdf,,,,,2023-02,U095
be7c7d35,holdings.office1@gmail.com,fc46cf6f,3010,2/28/2023,0-637876,חשבון מים," ₪2,549.79",2/28/2023,תשלום מים קרן אבירם חודשים 12/22-1/23,Purchases_Files_/be7c7d35.Cheshbonit Vendor.102528.79.pdf,,,,,2023-02,U102
d47a51fd,holdings.office1@gmail.com,9a38660a,3010,3/1/2023,6675689,ארנונה," ₪7,741.40",3/1/2023,תשלום ארנונה קרן אבירם חודשים 1-2/2023,Purchases_Files_/d47a51fd.Cheshbonit Vendor.102629.40.pdf,,,,,2023-03,U102
a1db3b71,holdings.office1@gmail.com,fb4521e2,2805,3/2/2023,0-191841,חשבון חשמל, ₪58.78,3/2/2023,10.1.23-21.2.23,Purchases_Files_/a1db3b71.Cheshbonit Vendor.102720.78.pdf,,,,,2023-03,U102
21ef1d01,holdings.office1@gmail.com,fb4521e2,0424,3/2/2023,0-344515,חשבון חשמל, ₪72.21,3/2/2023,8.1-1.2,Purchases_Files_/21ef1d01.Cheshbonit Vendor.102813.21.pdf,,,,,2023-03,
9c6b633e,yuri@emmaleh.com,5d50e1a6,1816,3/2/2023,,"Moving (Hovala) , Misc , Carpet , Dining table , Chairs for dining table , Lights"," ₪1,655.00",3/5/2023,Some for U87,Purchases_Files_/9c6b633e.Cheshbonit Vendor.060024.pdf,,,,,2023-03,U052
9afeb71b,holdings.office1@gmail.com,fb4521e2,2809,3/6/2023,0-454165,חשבון חשמל, ₪62.72,3/6/2023,4.1-1.3,Purchases_Files_/9afeb71b.Cheshbonit Vendor.080753.72.pdf,,,,,2023-03,U102
547a950c,holdings.office1@gmail.com,0596564a,3232,3/6/2023,137829,חשבון גז, ₪220.00,3/6/2023,שולם עבור תיקון דליפת גז באישור יורי,Purchases_Files_/547a950c.Cheshbonit Vendor.080846.pdf,,,,,2023-03,U102
b48f3a81,holdings.office1@gmail.com,fb4521e2,0443,3/6/2023,0-488791,חשבון חשמל, ₪77.19,3/6/2023,22.11-2.3,Purchases_Files_/b48f3a81.Cheshbonit Vendor.091141.19.pdf,,,,,2023-03,
fa64017b,holdings.office1@gmail.com,fb4521e2,0413,3/6/2023,0-223883,חשבון חשמל, ₪737.65,3/6/2023,5.1-2.3,Purchases_Files_/fa64017b.Cheshbonit Vendor.091712.65.pdf,,,,,2023-03,
78dbde07,holdings.office1@gmail.com,fb4521e2,3013,3/6/2023,0-663435,חשבון חשמל, ₪283.23,3/6/2023,4.1-1.3,Purchases_Files_/78dbde07.Cheshbonit Vendor.091820.23.pdf,,,,,2023-03,U102
afb2cccf,holdings.office1@gmail.com,fb4521e2,3005,3/6/2023,0-715565,חשבון חשמל, ₪79.07,3/6/2023,18.11-1.3,Purchases_Files_/afb2cccf.Cheshbonit Vendor.091923.07.pdf,,,,,2023-03,U102
3733e80c,holdings.office1@gmail.com,fb4521e2,2023,3/6/2023,0-895482,חשבון חשמל, ₪447.48,3/6/2023,5.1-2.3,Purchases_Files_/3733e80c.Cheshbonit Vendor.092031.48.pdf,,,,,2023-03,U095
f519fb2f,holdings.office1@gmail.com,fb4521e2,3006,3/6/2023,0-949487,חשבון חשמל, ₪79.07,3/6/2023,20.11-1.3,Purchases_Files_/f519fb2f.Cheshbonit Vendor.092833.07.pdf,,,,,2023-03,U102
b7481cac,holdings.office1@gmail.com,fb4521e2,3205,3/6/2023,0-013441,חשבון חשמל, ₪185.66,3/6/2023,5.1-1.3,Purchases_Files_/b7481cac.Cheshbonit Vendor.092940.66.pdf,,,,,2023-03,U102
1e4e3443,holdings.office1@gmail.com,fb4521e2,3228,3/6/2023,0-687137,חשבון חשמל, ₪80.53,3/6/2023,17.11-1.3,Purchases_Files_/1e4e3443.Cheshbonit Vendor.093531.53.pdf,,,,,2023-03,U102
e799b478,holdings.office1@gmail.com,fb4521e2,1912,3/6/2023,0-867812,חשבון חשמל, ₪264.56,3/6/2023,5.1-2.3,Purchases_Files_/e799b478.Cheshbonit Vendor.093631.56.pdf,,,,,2023-03,U095
18ae808f,holdings.office1@gmail.com,fb4521e2,3208,3/6/2023,0-008953,חשבון חשמל, ₪79.91,3/6/2023,17.11-1.3,Purchases_Files_/18ae808f.Cheshbonit Vendor.093751.91.pdf,,,,,2023-03,U102
f21e7f3e,holdings.office1@gmail.com,fb4521e2,1729,3/6/2023,0-120246,חשבון חשמל, ₪206.91,3/6/2023,5.1-2.3,Purchases_Files_/f21e7f3e.Cheshbonit Vendor.094309.91.pdf,,,,,2023-03,U052
46715f67,holdings.office1@gmail.com,fb4521e2,1715,3/6/2023,0-416008,חשבון חשמל, ₪76.57,3/6/2023,22.11-1.3,Purchases_Files_/46715f67.Cheshbonit Vendor.094411.57.pdf,,,,,2023-03,U052
3f9505de,holdings.office1@gmail.com,fb4521e2,2025,3/6/2023,0-539114,חשבון חשמל, ₪76.57,3/6/2023,22.11-2.3,Purchases_Files_/3f9505de.Cheshbonit Vendor.094514.57.pdf,,,,,2023-03,U095
060ca581,holdings.office1@gmail.com,fb4521e2,2130,3/6/2023,0-762567,חשבון חשמל, ₪214.86,3/6/2023,15.11-1.3,Purchases_Files_/060ca581.Cheshbonit Vendor.094810.86.pdf,,,,,2023-03,U097
0e8318a7,holdings.office1@gmail.com,fb4521e2,1816,3/6/2023,0-088476,חשבון חשמל, ₪86.62,3/6/2023,5.1-2.3,Purchases_Files_/0e8318a7.Cheshbonit Vendor.094913.62.pdf,,,,,2023-03,U052
0df66033,holdings.office1@gmail.com,fb4521e2,2604,3/6/2023,0-580613,חשבון חשמל, ₪79.91,3/6/2023,17.11-1.3,Purchases_Files_/0df66033.Cheshbonit Vendor.095017.91.pdf,,,,,2023-03,U097
45fff8d1,holdings.office1@gmail.com,fb4521e2,2606,3/6/2023,0-659052,חשבון חשמל, ₪79.91,3/6/2023,17.11-1.3,Purchases_Files_/45fff8d1.Cheshbonit Vendor.095128.91.pdf,,,,,2023-03,U097
171cf56d,holdings.office1@gmail.com,fb4521e2,1308,3/6/2023,0-743831,חשבון חשמל, ₪76.57,3/6/2023,22.11-2.3,Purchases_Files_/171cf56d.Cheshbonit Vendor.095337.57.pdf,,,,,2023-03,
6916c401,holdings.office1@gmail.com,fb4521e2,2120,3/6/2023,0-908582,חשבון חשמל, ₪88.49,3/6/2023,4.1-1.3,Purchases_Files_/6916c401.Cheshbonit Vendor.095446.49.pdf,,,,,2023-03,U097
0a4a8d8b,holdings.office1@gmail.com,fb4521e2,3242,3/6/2023,0-164681,חשבון חשמל, ₪79.91,3/6/2023,17.11-1.3,Purchases_Files_/0a4a8d8b.Cheshbonit Vendor.095555.91.pdf,,,,,2023-03,U102
53fa5d20,holdings.office1@gmail.com,fb4521e2,1819,3/6/2023,0-263137,חשבון חשמל, ₪229.31,3/6/2023,9.1-2.3,Purchases_Files_/53fa5d20.Cheshbonit Vendor.095653.31.pdf,,,,,2023-03,U052
28a29c3d,holdings.office1@gmail.com,fb4521e2,1706,3/6/2023,0-509869,חשבון חשמל, ₪195.24,3/6/2023,9.1-2.3,Purchases_Files_/28a29c3d.Cheshbonit Vendor.100912.24.pdf,,,,,2023-03,U052
7b511a63,holdings.office1@gmail.com,fb4521e2,1723,3/6/2023,0-597435,חשבון חשמל, ₪558.45,3/6/2023,5.1-2.3,Purchases_Files_/7b511a63.Cheshbonit Vendor.112457.45.pdf,,,,,2023-03,U052
86cc214c,holdings.office1@gmail.com,fb4521e2,1927,3/6/2023,0-739219,חשבון חשמל, ₪73.15,3/6/2023,15.1-2.3,Purchases_Files_/86cc214c.Cheshbonit Vendor.112640.15.pdf,,,,,2023-03,U095
03c43899,holdings.office1@gmail.com,fb4521e2,2060,3/6/2023,0-833723,חשבון חשמל, ₪548.53,3/6/2023,5.1-2.3,Purchases_Files_/03c43899.Cheshbonit Vendor.112802.53.pdf,,,,,2023-03,U097
76e4a34f,holdings.office1@gmail.com,fb4521e2,1710,3/6/2023,0-938308,חשבון חשמל, ₪402.96,3/6/2023,6.1-2.3,Purchases_Files_/76e4a34f.Cheshbonit Vendor.112924.96.pdf,,,,,2023-03,U052
15b7ed5d,holdings.office1@gmail.com,fb4521e2,2118,3/6/2023,0-993147,חשבון חשמל, ₪679.00,3/6/2023,5.1-1.3,Purchases_Files_/15b7ed5d.Cheshbonit Vendor.113030.pdf,,,,,2023-03,U097
cc613895,yuri@emmaleh.com,f5e5f165,1922,3/8/2023,,Closet, ₪999.00,3/8/2023,,Purchases_Files_/cc613895.Cheshbonit Vendor.095311.pdf,,,,,2023-03,U095
2cc1ad40,holdings.office1@gmail.com,9a38660a,0424,3/9/2023,10792219,ארנונה, ₪14.80,2/9/2023,30-31/12/2023,Purchases_Files_/2cc1ad40.Cheshbonit Vendor.085132.80.pdf,,,,,2023-03,
b7600063,holdings.office1@gmail.com,fb4521e2,3008,3/9/2023,0-333245,חשבון חשמל, ₪145.70,3/9/2023,4.1-1.3,Purchases_Files_/b7600063.Cheshbonit Vendor.104947.70.pdf,,,,,2023-03,U102
0865458b,holdings.office1@gmail.com,fb4521e2,3225,3/9/2023,0-419978,חשבון חשמל, ₪52.71,3/9/2023,6.1-7.3,Purchases_Files_/0865458b.Cheshbonit Vendor.105051.71.pdf,,,,,2023-03,U102
e049f85f,holdings.office1@gmail.com,0596564a,1405,3/9/2023,0-703629,חשבון גז, ₪221.66,3/9/2023,12/22-1/23,Purchases_Files_/e049f85f.Cheshbonit Vendor.072552.66.pdf,,,,,2023-03,U052
60d8f069,holdings.office1@gmail.com,0596564a,0443,3/9/2023,0-790733,חשבון גז, ₪50.44,3/9/2023,12/22-1/23,Purchases_Files_/60d8f069.Cheshbonit Vendor.072705.44.pdf,,,,,2023-03,
3eedd149,yuri@emmaleh.com,e98f8abd,1903,3/10/2023,,Misc, ₪210.30,,,Purchases_Files_/3eedd149.Cheshbonit Vendor.083634.30.pdf,,,,,2023-03,U094
324a5ebf,yuri@emmaleh.com,b3269088,1304,2/27/2023,,WM Side Door, ₪172.00,,"Replacement of an older model, extra 172nis",Purchases_Files_/324a5ebf.Cheshbonit Vendor.101747.pdf,,,,,2023-02,
dd811268,yuri@emmaleh.com,b3269088,2130,2/16/2023,,"WM Side Door , Moving (Hovala)", ₪301.00,,,Purchases_Files_/dd811268.Cheshbonit Vendor.101851.pdf,,,,,2023-02,U097
fc357d5d,yuri@emmaleh.com,b3269088,2052,2/12/2023,,Electric Burners, ₪368.00,,,Purchases_Files_/fc357d5d.Cheshbonit Vendor.102244.pdf,,,,,2023-02,U095
b9af80cd,yuri@emmaleh.com,b3269088,2614,2/1/2023,,"Oven W Burners , Moving (Hovala)"," ₪1,200.00",,,Purchases_Files_/b9af80cd.Cheshbonit Vendor.102337.pdf,,,,,2023-02,U097
f13e40fb,yuri@emmaleh.com,f5e5f165,2025,3/16/2023,,"Misc , Lights", ₪746.80,,,Purchases_Files_/f13e40fb.Cheshbonit Vendor.121453.80.pdf,,,,,2023-03,U095
83e58e98,yuri@emmaleh.com,b3269088,1851,2/12/2023,,"Moving (Hovala) , Regualr Fridge"," ₪2,241.00",3/20/2023,,Purchases_Files_/83e58e98.Cheshbonit Vendor.055516.pdf,,,,,2023-02,U061
cd16ff1d,yuri@emmaleh.com,b3269088,2120,3/9/2023,,"Moving (Hovala) , Small Fridge"," ₪2,596.00",3/20/2023,2 fridges - 1 for each unit U232A and U232B,Purchases_Files_/cd16ff1d.Cheshbonit Vendor.055658.pdf,,,,,2023-03,U097
a23e8b00,yuri@emmaleh.com,6ffe01d6,2025,3/21/2023,,"Moving (Hovala) , Big Couch , Ikea Chair"," ₪2,650.00",,2 receipts,Purchases_Files_/a23e8b00.Cheshbonit Vendor.092425.pdf,,,,,2023-03,U095
06563ee0,holdings.office1@gmail.com,0596564a,2129,3/12/2023,0-143016,חשבון גז, ₪39.31,3/12/2023,12-1,Purchases_Images/06563ee0.Cheshbonit Vendor.054040.jpg,,,,,2023-03,U097
31d3c192,holdings.office1@gmail.com,9a38660a,1413,3/12/2023,1014426,ארנונה, ₪112.40,3/12/2023,12.1-31.1,Purchases_Files_/31d3c192.Cheshbonit Vendor.054213.40.pdf,,,,,2023-03,U052
ec9dd22a,holdings.office1@gmail.com,0596564a,2031,3/15/2023,512947,חשבון גז, ₪294.35,3/15/2023,12-1+100 שח תוספת צינור,Purchases_Images/ec9dd22a.Cheshbonit Vendor.054318.jpg,,,,,2023-03,U095
3d52a673,holdings.office1@gmail.com,fb4521e2,3217,3/16/2023,0-890947,חשבון חשמל," ₪1,359.52",3/16/2023,5.1-1.3 הדיירים ביצעו העברה בנקאית על ההשלמה של החשמל,Purchases_Files_/3d52a673.Cheshbonit Vendor.054606.52.pdf,,,,,2023-03,U102
72c83651,holdings.office1@gmail.com,9a38660a,1f59ee08d,3/16/2023,1018322,ארנונה, ₪854.80,3/16/2023,פינוי פסולת רוטנברג,Purchases_Files_/72c83651.Cheshbonit Vendor.054704.80.pdf,,,,,2023-03,U095
e5bab2f9,holdings.office1@gmail.com,9a38660a,3010,3/16/2023,1018324,ארנונה, ₪640.10,3/16/2023,פינוי פסולת רוטנברג,Purchases_Files_/e5bab2f9.Cheshbonit Vendor.055313.10.pdf,,,,,2023-03,U102
06c73170,holdings.office1@gmail.com,0596564a,1722,3/16/2023,,חשבון גז, ₪308.00,3/16/2023,תשלום עבור 2 בלונים,Purchases_Images/06c73170.Cheshbonit Vendor.055403.jpg,,,,,2023-03,U052
669ecc40,holdings.office1@gmail.com,fc46cf6f,1f59ee08d,3/19/2023,0-571422,חשבון מים," ₪91,423.24",3/19/2023,תשלום עבור תיקוני צנרת,Purchases_Files_/669ecc40.Cheshbonit Vendor.055507.24.pdf,,,,,2023-03,U095
9ded895a,holdings.office1@gmail.com,fc46cf6f,3010,3/19/2023,0-600510,חשבון מים," ₪26,932.99",3/19/2023,תשלום עבור תיקוני צנרת,Purchases_Files_/9ded895a.Cheshbonit Vendor.055604.99.pdf,,,,,2023-03,U102
d352b619,holdings.office1@gmail.com,fc46cf6f,3220,3/19/2023,0-629212,חשבון מים," ₪5,405.99",3/19/2023,תשלום עבור תיקוני צנרת,Purchases_Files_/d352b619.Cheshbonit Vendor.055702.99.pdf,,,,,2023-03,U102
345710a6,holdings.office1@gmail.com,fb4521e2,3220,3/19/2023,0-655415,חשבון חשמל, ₪676.77,3/19/2023,שולם עבור הדייר יעשה העברה בנקאית 5.1-1.3,Purchases_Files_/345710a6.Cheshbonit Vendor.055806.77.pdf,,,,,2023-03,U102
37a722c8,holdings.office1@gmail.com,fb4521e2,1722,3/22/2023,0-787770,חשבון חשמל, ₪44.88,3/22/2023,8.2-13.3,Purchases_Files_/37a722c8.Cheshbonit Vendor.055910.88.pdf,,,,,2023-03,U052
921bf0c4,yuri@emmaleh.com,ec44b1a5,186dafa2a,3/26/2023,,Tabu Forms, ₪208.00,,,Purchases_Files_/921bf0c4.Cheshbonit Vendor.065642.pdf,,,,,2023-03,U094
562cf5e2,yuri@emmaleh.com,f5e5f165,2025,3/28/2023,,"Closet , Moving (Hovala)"," ₪2,398.00",,Together with U228,Purchases_Files_/562cf5e2.Cheshbonit Vendor.071913.pdf,,,,,2023-03,U095
caa8123d,yuri@emmaleh.com,6ffe01d6,3006,4/2/2023,,"Moving (Hovala) , Big Couch"," ₪1,950.00",,,Purchases_Files_/caa8123d.Cheshbonit Vendor.140822.pdf,,,,,2023-04,U102
48882741,yuri@emmaleh.com,6ffe01d6,3005,4/2/2023,,"Moving (Hovala) , Big Couch"," ₪1,950.00",,,Purchases_Files_/48882741.Cheshbonit Vendor.140910.pdf,,,,,2023-04,U102
9b488c33,yuri@emmaleh.com,b3269090,186dafa2a,4/9/2023,,OFFICE RENT," ₪2,363.97",,,Purchases_Files_/9b488c33.Cheshbonit Vendor.074958.pdf,,,,,2023-04,U094
61939073,yuri@emmaleh.com,b3269088,3013,4/9/2023,,"Electric Burners , Toaster Oven , Misc", ₪675.00,,,Purchases_Files_/61939073.Cheshbonit Vendor.075115.pdf,,,,,2023-04,U102
88819a00,yuri@emmaleh.com,f5e5f165,1715,4/11/2023,,"Misc , Lights", ₪549.00,,,Purchases_Files_/88819a00.Cheshbonit Vendor.075238.pdf,,,,,2023-04,U052
a16b8006,holdings.office1@gmail.com,0596564a,2025,3/26/2023,,חשבון גז, ₪220.00,3/26/2023,התקנת כיריים,Purchases_Images/a16b8006.Cheshbonit Vendor.060623.jpg,,,,,2023-03,U095
5f80e9e3,holdings.office1@gmail.com,0596564a,2025,3/26/2023,,חשבון גז, ₪340.00,3/26/2023,שינוי מקום של הברז,Purchases_Images/5f80e9e3.Cheshbonit Vendor.061000.jpg,,,,,2023-03,U095
572be710,holdings.office1@gmail.com,fb4521e2,2031,3/27/2023,,חשבון חשמל, ₪483.49,3/27/2023,5.1-2.3 שולם בשם הדייר הוא ביצע העברה לחשבון של השקעות,Purchases_Files_/572be710.Cheshbonit Vendor.061150.49.pdf,,,,,2023-03,U095
084a327a,holdings.office1@gmail.com,fc46cf6f,1848,3/27/2023,0-734814,חשבון מים, ₪299.56,3/27/2023,12-1 שולם עבור הדיירת בגלל נזילה באישור יורי,Purchases_Files_/084a327a.Cheshbonit Vendor.061406.56.pdf,,,,,2023-03,U061
47eb6895,holdings.office1@gmail.com,0596564a,0413,3/28/2023,0-887540,חשבון גז, ₪49.63,3/28/2023,19.1-19.3,Purchases_Files_/47eb6895.Cheshbonit Vendor.061528.63.pdf,,,,,2023-03,
652755af,holdings.office1@gmail.com,0596564a,2626,3/28/2023,0-960112,חשבון גז, ₪300.69,3/28/2023,19.1-19.3,Purchases_Files_/652755af.Cheshbonit Vendor.061700.69.pdf,,,,,2023-03,U097
bbd09a3c,holdings.office1@gmail.com,0596564a,1726,3/28/2023,0-728436,חשבון גז, ₪22.34,3/28/2023,20.2-19.3,Purchases_Files_/bbd09a3c.Cheshbonit Vendor.061800.34.pdf,,,,,2023-03,U052
c53100ac,holdings.office1@gmail.com,0596564a,0953,3/28/2023,0-052795,חשבון גז, ₪77.30,3/28/2023,19.1-19.3,Purchases_Files_/c53100ac.Cheshbonit Vendor.061903.30.pdf,,,,,2023-03,
bf05910f,holdings.office1@gmail.com,0596564a,1909,3/28/2023,0-835611,חשבון גז, ₪43.02,3/28/2023,26.1-9.3,Purchases_Files_/bf05910f.Cheshbonit Vendor.062000.02.pdf,,,,,2023-03,U094
3384dc68,holdings.office1@gmail.com,0596564a,1715,3/28/2023,0-723247,חשבון גז, ₪47.33,3/28/2023,19.1-19.3,Purchases_Files_/3384dc68.Cheshbonit Vendor.062105.33.pdf,,,,,2023-03,U052
3520a42f,holdings.office1@gmail.com,0596564a,1819,3/28/2023,0-919217,חשבון גז, ₪64.36,3/28/2023,0-919217,Purchases_Files_/3520a42f.Cheshbonit Vendor.062205.36.pdf,,,,,2023-03,U052
16a2ef80,holdings.office1@gmail.com,0596564a,1815,3/28/2023,0-086819,חשבון גז, ₪49.63,3/28/2023,19.1-19.3,Purchases_Files_/16a2ef80.Cheshbonit Vendor.062416.63.pdf,,,,,2023-03,U052
a6b54539,holdings.office1@gmail.com,0596564a,2642,3/28/2023,0-179119,חשבון גז, ₪92.48,3/28/2023,19.1-19.3,Purchases_Files_/a6b54539.Cheshbonit Vendor.062515.48.pdf,,,,,2023-03,U097
1bcdcc22,holdings.office1@gmail.com,0596564a,435,3/28/2023,0-312520,חשבון גז, ₪133.09,3/28/2023,0-312520,Purchases_Files_/1bcdcc22.Cheshbonit Vendor.062855.09.pdf,,,,,2023-03,U102
8ffaba19,holdings.office1@gmail.com,0596564a,1841,3/28/2023,0-987396,חשבון גז, ₪107.13,3/28/2023,19.1-19.3,Purchases_Files_/8ffaba19.Cheshbonit Vendor.064420.13.pdf,,,,,2023-03,U061
